Rank;DokumentType;Titel;PopulærTitel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
B;Bekendtgørelse;Bekendtgørelse om ændring i forretningernes fordeling mellem ministrene;;Statsministeriet;;Statsmin., j.nr. 2021-2533;1600;2021;AP000330;B20210160005;Lovtidende A;;Fremgår af forskriften;20210709;20210716;20210716;20210716;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/1600
B;Bekendtgørelse;Bekendtgørelse om tilsyn med bræmmer langs vandløb og søer;;Miljøministeriet;Naturstyrelsen;Miljømin.,\nNaturstyrelsen, j.nr. NST-4500-00005;462;2013;AL002810;B20130046205;Lovtidende A;;Fremgår af forskriften;20130430;20130509;20130509;20130509;;FALSE;;;;;A20190121729;;;;https://www.retsinformation.dk/eli/lta/2013/462
A;Lovbekendtgørelse;Bekendtgørelse af lov om visse landdistriktsrelaterede tilskudsordninger m.v.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 16-0122-000035;34;2017;CK001137;A20170003429;Lovtidende A;;Fremgår af forskriften;20170104;20170107;20170107;20170107;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2017/34
B;Bekendtgørelse;Bekendtgørelse om særlige regler for fiskeriet i Mariager Fjord;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremin.,\nFiskeridir., j.nr. 1997-247-9;670;2001;AH000942;B20010067005;Lovtidende A;;Fremgår af forskriften;20010709;20010717;20070102;20010717;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2001/670
B;Bekendtgørelse;Bekendtgørelse om fredning af visse dyre- og plantearter og pleje af tilskadekommet vildt;Artfredningsbekendtgørelsen;Miljøministeriet;Miljøministeriet;Miljømin., j.nr. 2019-11434;521;2021;DD000051;B20210052105;Lovtidende A;;Fremgår af forskriften;20210325;20210327;20210327;20210327;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2021/521
B;Anordning;Anordning om fælles fiskeri i Flensborg inderfjord.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ingen;324;1959;CM038801;B19590032403;Lovtidende A;;Fremgår af forskriften;19591209;19980706;20091218;19591223;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/1959/324
B;Bekendtgørelse;Bekendtgørelse om udsætning af krebs i ferske vande;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin., j.nr. 1999-1180-60;334;1999;AH000271;B19990033405;Lovtidende A;;Fremgår af forskriften;19990526;19990608;20070316;19990608;;FALSE;;;;;A19650006630;;;;https://www.retsinformation.dk/eli/lta/1999/334
B;Bekendtgørelse;Bekendtgørelse om visse rørledningsanlæg på søterritoriet og kontinentalsoklen;;Klima-, Energi- og Forsyningsministeriet;Energistyrelsen;Energi-, Forsynings- og Klimamin.,\nEnergistyrelsen, j.nr. 2017-6376;1520;2017;CI000390;B20170152005;Lovtidende A;;Fremgår af forskriften;20171215;20171219;20171219;20171219;;FALSE;;;;;A20180118929;BEK nr 1431 af 25/06/2021;;;https://www.retsinformation.dk/eli/lta/2017/1520
A;Lovbekendtgørelse;Bekendtgørelse af lov om lige løn til mænd og kvinder;Ligelønsloven;Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2018-5945;156;2019;BE007908;A20190015629;Lovtidende A;;Fremgår af forskriften;20190222;20190223;20190328;20190223;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2019/156
B;Bekendtgørelse;Bekendtgørelse af Regulativ for fiskeriet i Gjødstrup Sø;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;86-26-23;7010;1989;CM037792;B19890701005;Retsinformation;;Fremgår af forskriften;19891012;19970925;20040809;;;FALSE;;;;;A20020036930;;;;https://www.retsinformation.dk/eli/retsinfo/1989/7010
B;Bekendtgørelse;Bekendtgørelse om administration af tilskud vedrørende bæredygtig byudvikling fra Den Europæiske Regionalfond;;Erhvervsministeriet;Erhvervsministeriet;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2022-290;923;2022;CQ002260;B20220092305;Lovtidende A;;Fremgår af forskriften;20220619;20220622;20220622;20220622;;FALSE;;;;;A20190016029;;;;https://www.retsinformation.dk/eli/lta/2022/923
B;Bekendtgørelse;Bekendtgørelse om sejladssikkerhed ved entreprenørarbejder og andre aktiviteter mv. i danske farvande;;Erhvervsministeriet;Søfartsstyrelsen;Erhvervs- og Vækstmin.,\nSøfartsstyrelsen, j.nr. 2012002161;1351;2013;BP000737;B20130135105;Lovtidende A;;Fremgår af forskriften;20131129;20131205;20131205;20131205;;FALSE;;;;;A20220022129;;;;https://www.retsinformation.dk/eli/lta/2013/1351
B;Bekendtgørelse;Bekendtgørelse om orlov til uddannelsessøgende, der har tegnet kontrakt med forsvaret om udsendelse;;Forsvarsministeriet;;Forsvarsministeriet, j.nr. 2010/000134;165;2010;AG000408;B20100016505;Lovtidende A;;Fremgår af forskriften;20100216;20100219;20100219;20100219;;FALSE;;;;;A20060066729;;;;https://www.retsinformation.dk/eli/lta/2010/165
B;Bekendtgørelse;Bekendtgørelse om tilskud til bevaring af brun Læsøbi;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nLandbrugsstyrelsen, j.nr. 19-1224-000002;1863;2020;DC000042;B20200186305;Lovtidende A;;Fremgår af forskriften;20201208;20201210;20220413;20201210;;FALSE;;;;;A20220904516;;;;https://www.retsinformation.dk/eli/lta/2020/1863
B;Bekendtgørelse;Bekendtgørelse om bekæmpelse af skadegørere hos honningbier og avlede humlebier;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin.,\nPlantedirektoratet, j. nr. 11-0114-000001;386;2011;AH004240;B20110038605;Lovtidende A;;Fremgår af forskriften;20110502;20110503;20110503;20110503;;FALSE;;;;;A20170001329;;;;https://www.retsinformation.dk/eli/lta/2011/386
B;Bekendtgørelse;Bekendtgørelse om autorisation og drift af akvakulturbrug samt om omsætning af akvatiske organismer og produkter deraf;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Fødevaremin., \n Fødevarestyrelsen, j.nr. 2013-14-2301-01282;965;2013;AH004981;B20130096505;Lovtidende A;;Fremgår af forskriften;20130718;20130723;20130723;20130723;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2013/965
B;Bekendtgørelse;Bekendtgørelse om regulering af hummere i Limfjorden;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremin.,\nFiskeridirektoratet, j.nr. 2008-10340;1144;2008;AH003110;B20080114405;Lovtidende A;;Fremgår af forskriften;20081201;20081203;20081203;20081203;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2008/1144
B;Bekendtgørelse;Bekendtgørelse om støtte til indsats mod ensidigt, gentaget arbejde;;Beskæftigelsesministeriet;;Arbejdsmin., 3. kt. j.nr. 96-2059-73;659;1996;CM041183;B19960065905;Lovtidende A;;Fremgår af forskriften;19960627;19970924;20060119;19960716;;FALSE;;;;;A20210206229;;;;https://www.retsinformation.dk/eli/lta/1996/659
B;Bekendtgørelse;Bekendtgørelse om forhåndsgodkendelse af internationale forskningsprojekter (125 pct-ordningen);;Erhvervsministeriet;Erhvervsfremme Styrelsen;Erhvervsfremme Styrelsens j.nr. 1992-501/0919-1;558;1995;CM023858;B19950055805;Lovtidende A;;Fremgår af forskriften;19950703;19970924;20070108;19950711;;FALSE;;;;;A20210173529;;;;https://www.retsinformation.dk/eli/lta/1995/558
B;Bekendtgørelse;Bekendtgørelse om Voerså-Stensnæs Vildtreservat;;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. NST-300-00053;1764;2015;CK000105;B20150176405;Lovtidende A;;Fremgår af forskriften;20151215;20151223;20151223;20151223;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2015/1764
A;Lovbekendtgørelse;Bekendtgørelse af lov om biavl;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 16-0122-000016;13;2017;CK001118;A20170001329;Lovtidende A;;Fremgår af forskriften;20170104;20170106;20170106;20170106;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2017/13
B;Bekendtgørelse;Bekendtgørelse om bevaring og kassation af arkivalier inden for Fiskeridirektoratets område;;Kulturministeriet;Statens Arkiver;Kulturmin.,\nRigsarkivet, j.nr. 2003-003-0007;397;2004;AK000335;B20040039705;Lovtidende A;;Fremgår af forskriften;20040526;20040604;20070903;20040604;;FALSE;;;;;A20160120129;;;;https://www.retsinformation.dk/eli/lta/2004/397
B;Bekendtgørelse;Bekendtgørelse om ophævelse af en række bekendtgørelser, tekniske forskrifter m.v. på søfartsområdet;;Erhvervsministeriet;Søfartsstyrelsen;Erhvervs- og Vækstmin.,\nSøfartsstyrelsen, j.nr. 201204213;304;2012;BP000153;B20120030405;Lovtidende A;;Fremgår af forskriften;20120321;20120331;20131025;20120331;;FALSE;;;;;A20220022129,A20220000829;;;;https://www.retsinformation.dk/eli/lta/2012/304
B;Ændringsbekendtgørelse;Bekendtgørelse om ændring af bekendtgørelse om administration, støtteberettigelse, regnskab, revision og kontrol m.v. i forbindelse med udbetaling af støtte fra brexittilpasningsreserven;;Erhvervsministeriet;Erhvervsstyrelsen;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2022-8911;1262;2022;CQ002299;B20220126205;Lovtidende A;;Fremgår af forskriften;20220909;20220910;20220910;20220910;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/1262
A;Lov;Lov om Det Etiske Råd;;Sundhedsministeriet;Indenrigs- og Sundhedsministeriet;Indenrigs- og Sundhedsmin., j.nr. 2003-16630-2;440;2004;AI001637;A20040044030;Lovtidende A;;Fremgår af forskriften;20040609;20040610;20070913;20040610;;FALSE;;;;;;LOV nr 545 af 24/06/2005,LOV nr 593 af 14/06/2011,LOV nr 593 af 14/06/2011,LOV nr 559 af 18/06/2012,LOV nr 601 af 18/06/2012,LOV nr 559 af 18/06/2012,LOV nr 620 af 08/06/2016;;;https://www.retsinformation.dk/eli/lta/2004/440
B;Bekendtgørelse;Bekendtgørelse om ophævelse af dele af lov om læhegn og tilskud til læplantning;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevareministeriet;Fødevaremin., j.nr. 716;834;2006;AH002358;B20060083405;Lovtidende A;;Fremgår af forskriften;20060719;20060801;20151230;20060801;;FALSE;;;;;A20170003429;;;;https://www.retsinformation.dk/eli/lta/2006/834
B;Bekendtgørelse;Bekendtgørelse om ophævelse af lov om afholdelse af frivillig offentlig auktion over avlsdyr;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin. Sagsnr.: 5885;1108;2005;AH002204;B20050110805;Lovtidende A;;Fremgår af forskriften;20051121;20051124;20061005;20051124;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2005/1108
B;Bekendtgørelse;Bekendtgørelse om fuldstændig erstatning og kompensation til minkvirksomheder og fuldstændig kompensation til følgeerhverv til minkvirksomheder som følge af det midlertidige forbud mod hold af mink;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-1921;2463;2021;DC000445;B20210246305;Lovtidende A;;Fremgår af forskriften;20211211;20211218;20211218;20211218;;FALSE;;;;;A20220001029;;;;https://www.retsinformation.dk/eli/lta/2021/2463
B;Bekendtgørelse;Bekendtgørelse om forretningsorden for Udvalget for Forsøgsdyr og Alternativer;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevaremin.,\nFødevarestyrelsen, j.nr. 2013-15-2301-01285;556;2013;AH004920;B20130055605;Lovtidende A;;Fremgår af forskriften;20130530;20130601;20130601;20130601;;FALSE;;;;;A20220110729;;;;https://www.retsinformation.dk/eli/lta/2013/556
B;Bekendtgørelse;Bekendtgørelse om tilskud til energibesparelser og energieffektiviseringer i erhvervsvirksomheder;Erhvervspuljebekendtgørelsen;Klima-, Energi- og Forsyningsministeriet;Energistyrelsen;Klima-, Energi- og Forsyningsmin.,\nEnergistyrelsen, j.nr. 2021 - 12137;2237;2021;DB000420;B20210223705;Lovtidende A;;Fremgår af forskriften;20211201;20211202;20211202;20211202;;FALSE;;;;;A20210189729;;;;https://www.retsinformation.dk/eli/lta/2021/2237
B;Bekendtgørelse;Bekendtgørelse om forbud mod indførsel af visse levende fisk og visse akvakulturprodukter fra Malaysia;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Fødevaremin.,\nFødevarestyrelsen, j.nr. 2008-20-23-02524;1052;2008;AH003087;B20080105205;Lovtidende A;;Fremgår af forskriften;20081029;20081031;20081031;20081031;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2008/1052
B;Bekendtgørelse;Bekendtgørelse om tilskud fra national pulje til projekter og lokale aktionsgrupper i udpegede fiskeriområder;;Indenrigs- og Boligministeriet;;Indenrigs- og Boligmin., \n Bolig- og Planstyrelsen, j.nr. 2021-10319;1552;2021;DE000121;B20210155205;Lovtidende A;;Fremgår af forskriften;20210702;20210706;20220402;20210706;;FALSE;;;;;A20220904516;;;;https://www.retsinformation.dk/eli/lta/2021/1552
B;Bekendtgørelse;Bekendtgørelse om Augustenborg vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Ingen;14001;1971;CM007714;B19711400105;Retsinformation;;Fremgår af forskriften;19710622;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1971/14001
B;Bekendtgørelse;Bekendtgørelse om tilskud til bygning af fiskerfartøjer;Nybygning;Ministeriet for Fødevarer, Landbrug og Fiskeri;Direktoratet for FødevareErhverv;Fødevaremin.,\nDirektoratet for FødevareErhverv, j.nr. 2004-3703-04-35;110;2004;AH001750;B20040011005;Lovtidende A;;Fremgår af forskriften;20040219;20040227;20070102;20040227;;FALSE;;;;;A20170003529;;;;https://www.retsinformation.dk/eli/lta/2004/110
A;Lovbekendtgørelse;Bekendtgørelse af lov om foderstoffer;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin.,\nFødevarestyrelsen, j.nr. 2018-24-30-00110;1000;2018;CK001733;A20180100029;Lovtidende A;;Fremgår af forskriften;20180702;20180703;20180703;20180703;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2018/1000
A;Lovbekendtgørelse;Bekendtgørelse af lov om Det Økonomiske Råd og Det Miljøøkonomiske Råd;;Finansministeriet;;Finansmin., j.nr. 2021-3979;1768;2021;AE002910;A20210176829;Lovtidende A;;Fremgår af forskriften;20210831;20210907;20210907;20210907;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/1768
A;Ændringslov;Lov om ændring af lov om administration af tilskud fra Den Europæiske Regionalfond og Den Europæiske Socialfond og lov om erhvervsfremme (Tilpasninger af reglerne om administration af EU-forordninger vedrørende Regionalfonden, Socialfonden Plus og Fonden for Retfærdig Omstilling m.v.);;Erhvervsministeriet;;Erhvervsmin.,/nErhvervsstyrelsen, j.nr. 2021-11162;2381;2021;CQ001989;A20210238130;Lovtidende A;;Fremgår af forskriften;20211214;20211215;20211215;20211215;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2381
B;Bekendtgørelse;Bekendtgørelse om regulering af fiskeriet med nedgarn i Kilen ved Struer;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremin.,\nFiskeridir., j.nr. 2005-05302;1321;2005;AH002247;B20050132105;Lovtidende A;;Fremgår af forskriften;20051214;20051223;20070102;20051223;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2005/1321
B;Bekendtgørelse;Bekendtgørelse om tilskud til omstilling i fiskerisektoren (PESCA) (* 1);;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin., j.nr. 97-216-3;120;1997;CM043202;B19970012005;Lovtidende A;;Fremgår af forskriften;19970205;19970925;20070102;19970214;;FALSE;;;;;A20170003529;BEK nr 222 af 31/03/2000;;;https://www.retsinformation.dk/eli/lta/1997/120
B;Bekendtgørelse;Bekendtgørelse om administration og revision af produktionsafgiftsfonde m.v. inden for fiskeriområdet;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin. j.nr. 2020 - 1994;280;2020;CK002427;B20200028005;Lovtidende A;;Fremgår af forskriften;20200325;20200327;20200327;20200327;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2020/280
A;Lovbekendtgørelse;Bekendtgørelse af lov om havstrategi;Havstrategiloven;Miljøministeriet;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin., j.nr. 2019-8697;1161;2019;CK002125;A20190116129;Lovtidende A;;Fremgår af forskriften;20191125;20191126;20191126;20191126;;FALSE;;;;;;LOV nr 900 af 21/06/2022;;;https://www.retsinformation.dk/eli/lta/2019/1161
B;Bekendtgørelse;Bekendtgørelse om produktionsafgift på fisk landet af danske fiskerfartøjer;Produktionsafgiftsbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Udenrigsmin., j.nr. 2018-36292;1439;2018;AS001818;B20180143905;Lovtidende A;;Fremgår af forskriften;20181206;20181207;20181207;20181207;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2018/1439
B;Ændringsbekendtgørelse;Bekendtgørelse om ændring af bekendtgørelse om uddannelsen til fiskeskipper af 1. grad;;Uddannelses- og Forskningsministeriet;Styrelsen for Forskning og Uddannelse;Uddannelses- og Forskningsmin.,\nStyrelsen for Forskning og Uddannelse, j.nr. 20/20664;1043;2020;CE000953;B20200104305;Lovtidende A;;Fremgår af forskriften;20200626;20200630;20200630;20200630;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1043
A;Ændringslov;Lov om ændring af lov om gødning og jordforbedringsmidler m.v. (Tilpasninger som følge af en ny gødningsforordning, nye produktkategorier og obligatorisk digital kommunikation m.v.);;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri\nLandbrugsstyrelsen, j.nr. 21-1161-000001;416;2022;DC000541;A20220041630;Lovtidende A;;Fremgår af forskriften;20220405;20220406;20220406;20220406;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/416
B;Bekendtgørelse;Bekendtgørelse om ophævelse af bekendtgørelse om støtteordning for yngre jordbrugere;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin., j.nr. 2003-2131/S2-0012;1092;2003;AH001686;B20030109205;Lovtidende A;;Fremgår af forskriften;20031212;20031223;20061109;20031223;;FALSE;;;;;A20170003429;;;;https://www.retsinformation.dk/eli/lta/2003/1092
B;Bekendtgørelse;Bekendtgørelse om tilladelse til udlægning af blåmuslinger i depot;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremin.,\nFiskeridirektoratet, j.nr. 2007-4420;14;2008;AH002736;B20080001405;Lovtidende A;;Fremgår af forskriften;20080116;20080119;20080119;20080119;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2008/14
A;Ændringslov;Lov om ændring af lov om miljø og genteknologi (Gennemførelse af ændringer i udsætningsdirektivet samt digital kommunikation);;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nLandbrugsstyrelsen, j. nr. 20-1111-000001.;528;2021;DC000159;A20210052830;Lovtidende A;;Fremgår af forskriften;20210327;20210328;20210328;20210328;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/528
B;Bekendtgørelse;Bekendtgørelse om ophævelse af bekendtgørelse om produktionsafgift ved slagtning og ved eksport af kaniner og ved salg af angorakaninuld;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Kaninafgiftsfonden;Fødevaremin.,\nDirektoratet for FødevareErhverv, j.nr. 93S-743-00424;1006;2001;AH001062;B20010100605;Lovtidende A;;Fremgår af forskriften;20011207;20011221;20070102;20011221;;FALSE;;;;;A20200011529;;;;https://www.retsinformation.dk/eli/lta/2001/1006
B;Bekendtgørelse;Bekendtgørelse om zoologiske haver m.v.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin., \n Fødevarestyrelsen, j.nr. 2015-14-31-00158;1397;2015;CK000328;B20150139705;Lovtidende A;;Fremgår af forskriften;20151202;20151204;20151204;20151204;;FALSE;;;;;A20210159729,A20210198629,A20220000929;;;;https://www.retsinformation.dk/eli/lta/2015/1397
B;Bekendtgørelse;Bekendtgørelse om etablering og drift af havbrug;Havbrugsbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Miljø- og Fødevaremin., \n NaturErhvervstyrelsen, j.nr. 16-7133-000003;1489;2016;CK001067;B20160148905;Lovtidende A;;Fremgår af forskriften;20161206;20161207;20161207;20161207;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2016/1489
B;Bekendtgørelse;Bekendtgørelse om udenretlig vedtagelse af konfiskation;;Justitsministeriet;;Justitsmin., j.nr. 2010-1110-0004;1297;2010;AA005784;B20100129705;Lovtidende A;;Fremgår af forskriften;20101118;20101130;20101130;20101130;;FALSE;;;;;A20210183529;BEK nr 964 af 20/08/2015,BEK nr 1012 af 27/06/2016;;;https://www.retsinformation.dk/eli/lta/2010/1297
B;Bekendtgørelse;Bekendtgørelse om Mariager Fjord Vildtreservat;;Miljøministeriet;Skov- og Naturstyrelsen;Miljø- og Energimin.,\nSkov- og Naturstyrelsen SN 4610-0003;9511;1996;AL003165;B19960951105;Retsinformation;;Fremgår af forskriften;19960126;20150430;20150430;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1996/9511
B;Bekendtgørelse;Bekendtgørelse om ophævelse af lov om statsgaranti og ydelsestilskud ved lån til yngre jordbrugere;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin., 2. afd., 2. kt., j.nr. 2001-2120/s0-0017;947;2001;AH001036;B20010094705;Lovtidende A;;Fremgår af forskriften;20011030;20011109;20061109;20011109;;FALSE;;;;;A20170003429;;;;https://www.retsinformation.dk/eli/lta/2001/947
B;Bekendtgørelse;Bekendtgørelse om ændring i forretningernes fordeling mellem ministrene;;Statsministeriet;;Statsmin., j.nr. 123-11;913;2001;AP000036;B20010091305;Lovtidende A;;Fremgår af forskriften;20011015;20011026;20011026;20011026;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2001/913
B;Bekendtgørelse;Bekendtgørelse om ophævelse af bekendtgørelse om tilskud til læplantning;Læhegn;Ministeriet for Fødevarer, Landbrug og Fiskeri;Departementet;Fødevaremin., 2. afd., 2. kt., j.nr. 2000-2131/s68-0002;47;2001;AH000810;B20010004705;Lovtidende A;;Fremgår af forskriften;20010126;20010206;20010206;20010206;;FALSE;;;;;A20170002629;;;;https://www.retsinformation.dk/eli/lta/2001/47
A;Ændringslov;Lov om ophævelse af en række love på Miljø- og Fødevareministeriets og Udenrigsministeriets områder;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin., j.nr. 2018-6359;1551;2018;CK001944;A20180155130;Lovtidende A;;Fremgår af forskriften;20181218;20181219;20181219;20181219;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2018/1551
B;Bekendtgørelse;Bekendtgørelse om ophævelse af dele af lov om læhegn og tilskud til læplantning;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Departementet;Fødevaremin., 2. afd., 2. kt., j.nr. 2001-2120/s0-0015;849;2001;AH001001;B20010084905;Lovtidende A;;Fremgår af forskriften;20010921;20011005;20151230;20011005;;FALSE;;;;;A20170003429;;;;https://www.retsinformation.dk/eli/lta/2001/849
B;Bekendtgørelse;Bekendtgørelse om ophævelse af bekendtgørelse om forbud mod indførsel af jordnødder m.m. med oprindelse i eller afsendt fra Egypten;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin.\nFødevaredirektoratet j.nr. FA 3101-525/01;917;2001;AH001033;B20010091705;Lovtidende A;;Fremgår af forskriften;20011017;20011026;20061211;20011026;;FALSE;;;;;A20000000216,A20220000829;;;;https://www.retsinformation.dk/eli/lta/2001/917
A;Lovbekendtgørelse;Bekendtgørelse af lov om dyrkning m.v. af genetisk modificerede afgrøder;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 16-0122-000031;28;2017;CK001133;A20170002829;Lovtidende A;;Fremgår af forskriften;20170104;20170106;20170106;20170106;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2017/28
B;Bekendtgørelse;Bekendtgørelse om gebyrer for ekspedition af Statens Administrations finansforvaltningsopgaver;;Finansministeriet;;Finansmin.,\nStatens Administration, j.nr. 2013-2042-001;974;2013;AE001952;B20130097405;Lovtidende A;;Fremgår af forskriften;20130726;20130730;20220402;20130730;;FALSE;;;;;B19980095405,A20070124029,B20080114905,A20170003229,A20170103729,A20220904516;BEK nr 1267 af 25/10/2016;;;https://www.retsinformation.dk/eli/lta/2013/974
A;Ændringslov;Lov om ændring af fiskeriloven (Ændrede vilkår for registrering som erhvervsfisker og erhvervsfiskerselskab, forenkling af bierhvervsfiskerreglerne, indberetningspligt for fritidsfiskere, krav om digital kommunikation, kontrolpunkter til søs m.v.);;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2020-16666;844;2021;DC000204;A20210084430;Lovtidende A;;Fremgår af forskriften;20210510;20210511;20210511;20210511;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/844
B;Bekendtgørelse;Bekendtgørelse om Ulvshale-Nyord Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin., j.nr. SN 4621-0001;14015;1995;CM041684;B19951401505;Retsinformation;;Fremgår af forskriften;19950707;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1995/14015
A;Lovbekendtgørelse;Bekendtgørelse af lov om forsvarets formål, opgaver og organisation m.v.;Forsvarsloven;Forsvarsministeriet;;Forsvarsmin., j.nr. 2017/000334;582;2017;AG000805;A20170058229;Lovtidende A;;Fremgår af forskriften;20170524;20170602;20170602;20170602;;FALSE;;;;;;LOV nr 708 af 08/06/2018;;;https://www.retsinformation.dk/eli/lta/2017/582
